,iid,gender,age,wave,field,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,attr_o,sinc_o,intel_o,fun_o,amb_o,age_o,like_o,match,dec_o,attr,sinc,intel,fun,amb,like,match_es,dec,you_call,them_cal
420,422,M,26.0,16,Fundraising Management,Caucasian,6.0,7.0,Meet people,4.0,2.0,Fundraising for Non-Profits,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,,30.0,25.0,20.0,10.0,10.0,45.0,5.0,10.0,20.0,10.0,10.0,30.0,20.0,15.0,15.0,15.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0,30.0,15.0,10.0,10.0,10.0,8.0,10.0,8.0,7.0,8.0,6.5,8.0,7.5,7.333333333333333,7.833333333333333,25.666666666666668,6.833333333333333,4,5,8.5,8.833333333333334,8.666666666666666,7.833333333333333,8.4,8.166666666666666,4.0,5,,
421,423,M,30.0,16,Business,Caucasian,1.0,1.0,Meet people,4.0,1.0,Money Management,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,,30.0,20.0,30.0,10.0,5.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,10.0,20.0,10.0,35.0,5.0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,9.0,9.0,8.0,30.0,10.0,20.0,10.0,20.0,8.0,8.0,9.0,8.0,9.0,6.166666666666667,7.333333333333333,7.333333333333333,5.833333333333333,7.166666666666667,25.666666666666668,5.6,2,2,6.666666666666667,8.166666666666666,7.0,6.666666666666667,6.666666666666667,7.333333333333333,3.0,3,,
422,424,M,24.0,16,Biomedical Engineering,Asian,4.0,4.0,Meet people,6.0,3.0,Research,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,,17.0,16.0,17.0,17.0,17.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,16.0,16.0,16.0,20.0,16.0,7.0,7.0,7.0,8.0,8.0,5.166666666666667,8.0,7.833333333333333,6.0,6.833333333333333,25.666666666666668,5.833333333333333,2,3,7.166666666666667,7.166666666666667,7.5,7.333333333333333,7.833333333333333,7.333333333333333,2.0,4,,
423,425,M,28.0,16,Business (Finance & Marketing),Caucasian,3.0,7.0,Meet people,4.0,2.0,General Management,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,,16.0,25.0,20.0,12.0,12.0,25.0,19.0,10.0,20.0,6.0,20.0,10.0,25.0,20.0,10.0,20.0,15.0,6.0,9.0,9.0,6.0,9.0,6.0,9.0,8.0,5.0,6.0,17.0,20.0,18.0,16.0,13.0,7.0,9.0,9.0,6.0,8.0,3.4166666666666665,6.333333333333333,7.416666666666667,4.166666666666667,7.833333333333333,25.666666666666668,5.0,0,0,6.666666666666667,7.666666666666667,8.5,6.666666666666667,7.166666666666667,6.5,2.0,4,,
424,426,M,24.0,16,MBA,Caucasian,4.0,7.0,Meet people,2.0,1.0,Lobbyist,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,,25.0,7.0,35.0,20.0,8.0,60.0,5.0,5.0,20.0,5.0,5.0,30.0,3.0,40.0,4.0,20.0,3.0,8.0,8.0,10.0,8.0,9.0,7.0,6.0,10.0,6.0,8.0,25.0,7.0,35.0,15.0,8.0,8.0,7.0,10.0,8.0,9.0,3.5,4.166666666666667,6.666666666666667,4.833333333333333,7.833333333333333,25.666666666666668,3.8333333333333335,1,1,5.666666666666667,6.666666666666667,5.666666666666667,5.666666666666667,4.0,5.833333333333333,2.0,2,,
425,427,M,28.0,16,International Affairs,Caucasian,1.0,1.0,Fun,7.0,3.0,Energy,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,,20.0,20.0,20.0,20.0,20.0,25.0,10.0,10.0,25.0,20.0,10.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,10.0,7.0,8.0,9.0,8.0,10.0,8.0,9.0,9.0,40.0,20.0,20.0,10.0,5.0,8.0,10.0,7.0,9.0,8.0,5.666666666666667,7.333333333333333,7.0,4.833333333333333,6.333333333333333,25.666666666666668,4.833333333333333,0,1,5.333333333333333,7.5,8.5,6.333333333333333,8.0,6.666666666666667,0.0,0,,
426,428,M,27.0,16,MBA,Asian,8.0,8.0,Get a date,2.0,1.0,Management Consulting,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,,60.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,10.0,50.0,10.0,10.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,6.0,7.5,8.333333333333334,6.833333333333333,8.666666666666666,25.666666666666668,7.0,2,4,6.666666666666667,7.0,7.0,6.333333333333333,6.4,5.833333333333333,2.0,4,,
427,429,M,27.0,16,Business,Caucasian,1.0,1.0,Meet people,2.0,2.0,Investment Management,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,,55.0,10.0,15.0,15.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,8.0,50.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,6.833333333333333,6.666666666666667,6.833333333333333,5.833333333333333,7.833333333333333,25.666666666666668,5.833333333333333,1,3,6.6,8.8,8.8,8.2,7.6,7.0,3.0,3,1.0,1.0
428,430,F,22.0,17,Elementary Education - Preservice,Asian,3.0,10.0,Fun,6.0,2.0,Elementary school teacher,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,,10.0,25.0,15.0,20.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,5.0,8.0,8.0,5.0,8.0,6.0,9.0,9.0,10.0,25.0,10.0,20.0,15.0,5.0,8.0,5.0,9.0,8.0,6.142857142857143,7.071428571428571,6.5,5.928571428571429,5.642857142857143,25.928571428571427,6.285714285714286,0,9,5.071428571428571,7.428571428571429,8.5,7.214285714285714,8.0,5.714285714285714,0.0,0,0.0,0.0
429,431,F,27.0,17,Education Leadership - Public School Administration,Asian,5.0,8.0,Meet people,7.0,3.0,Public School Principal,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,,15.0,15.0,25.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,9.0,7.0,10.0,8.0,10.0,8.0,8.0,9.0,15.0,15.0,25.0,15.0,15.0,7.0,10.0,9.0,8.0,10.0,5.785714285714286,5.785714285714286,6.428571428571429,4.5,7.142857142857143,25.928571428571427,5.071428571428571,2,7,6.857142857142857,7.5,7.785714285714286,6.857142857142857,6.857142857142857,4.785714285714286,2.0,3,0.0,1.0
430,432,F,28.0,17,Social Work,Caucasian,1.0,1.0,Relationship,6.0,3.0,Social Worker,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,,15.0,30.0,30.0,10.0,10.0,20.0,0.0,25.0,15.0,25.0,15.0,25.0,10.0,25.0,15.0,20.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,9.0,15.0,30.0,20.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,6.571428571428571,7.785714285714286,7.5,6.5,5.785714285714286,25.928571428571427,6.5,6,7,6.214285714285714,8.357142857142858,9.357142857142858,7.928571428571429,9.714285714285714,8.5,5.0,13,,
431,433,F,30.0,17,MFA Writing,Other,3.0,3.0,Meet people,6.0,3.0,Writer,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,,20.0,20.0,20.0,20.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,35.0,10.0,10.0,35.0,5.0,5.0,8.0,6.0,8.0,7.0,5.0,8.0,6.0,8.0,6.0,7.0,25.0,20.0,20.0,20.0,5.0,7.0,7.0,7.0,6.0,5.0,5.142857142857143,6.928571428571429,6.785714285714286,6.714285714285714,5.928571428571429,25.928571428571427,5.642857142857143,2,6,5.714285714285714,6.0,6.214285714285714,4.571428571428571,5.071428571428571,5.0,3.0,3,,
432,434,F,27.0,17,International Affairs,Caucasian,2.0,2.0,Fun,4.0,2.0,Trade Specialist,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,,30.0,15.0,15.0,30.0,0.0,30.0,20.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,25.0,0.0,15.0,7.0,7.0,6.0,8.0,4.0,8.0,7.0,7.0,8.0,4.0,40.0,10.0,20.0,10.0,5.0,8.0,9.0,8.0,9.0,7.0,7.142857142857143,7.428571428571429,7.071428571428571,6.357142857142857,5.642857142857143,25.928571428571427,6.5,1,11,6.5,7.0,6.857142857142857,6.714285714285714,6.642857142857143,6.571428571428571,1.0,1,1.0,1.0
433,435,F,22.0,17,Law,African American,1.0,1.0,Fun,7.0,2.0,Lawyer,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,,25.0,5.0,20.0,25.0,15.0,50.0,2.0,8.0,45.0,1.0,4.0,50.0,1.0,4.0,25.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,9.0,10.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,7.0,9.0,10.0,10.0,10.0,5.642857142857143,5.928571428571429,6.214285714285714,6.571428571428571,6.642857142857143,25.928571428571427,5.714285714285714,3,4,5.714285714285714,8.0,8.0,7.384615384615385,8.0,5.928571428571429,4.0,6,,
434,436,F,23.0,17,Law,Caucasian,9.0,1.0,Fun,6.0,1.0,Law,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,,28.0,8.0,17.0,22.0,17.0,20.0,20.0,20.0,20.0,20.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,9.0,8.0,7.0,10.0,6.0,4.0,4.0,4.0,10.0,4.0,25.0,10.0,20.0,20.0,20.0,8.0,7.0,7.0,10.0,7.0,7.285714285714286,6.285714285714286,7.0,7.5,7.357142857142857,25.928571428571427,6.285714285714286,2,7,8.142857142857142,9.714285714285714,9.142857142857142,9.285714285714286,8.785714285714286,8.357142857142858,4.0,4,,
435,437,F,23.0,17,Social Work,Caucasian,2.0,6.0,Fun,4.0,1.0,Social Work,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,,15.0,15.0,18.0,18.0,14.0,28.0,12.0,13.0,10.0,12.0,25.0,35.0,12.0,12.0,15.0,15.0,23.0,7.0,9.0,9.0,9.0,8.0,5.0,10.0,9.0,9.0,9.0,15.0,15.0,25.0,10.0,10.0,5.0,9.0,8.0,7.0,9.0,5.928571428571429,6.928571428571429,6.357142857142857,6.0,5.071428571428571,25.928571428571427,6.0,3,4,7.285714285714286,7.571428571428571,9.285714285714286,8.0,9.5,6.642857142857143,5.0,8,,
436,438,F,23.0,17,Social Work,Caucasian,1.0,5.0,Fun,4.0,1.0,Clinical Social Worker,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0,,14.0,15.0,16.0,17.0,18.0,20.0,12.0,15.0,15.0,14.0,14.0,20.0,12.0,15.0,15.0,14.0,14.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,15.0,20.0,15.0,15.0,15.0,7.0,9.0,8.0,8.0,8.0,6.5,7.0,6.923076923076923,6.642857142857143,6.0,25.928571428571427,6.642857142857143,2,10,5.142857142857143,4.928571428571429,7.142857142857143,5.0,8.142857142857142,4.571428571428571,10.0,4,0.0,2.0
437,439,F,29.0,17,Bilingual Education,Caucasian,1.0,5.0,Meet people,3.0,2.0,Bilingual Elementary School Teacher,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,,20.0,10.0,50.0,5.0,10.0,30.0,10.0,10.0,10.0,20.0,20.0,60.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,30.0,10.0,30.0,10.0,10.0,8.0,8.0,7.0,8.0,6.0,7.428571428571429,5.928571428571429,6.928571428571429,6.0,5.5,25.928571428571427,6.428571428571429,3,9,5.785714285714286,7.857142857142857,9.0,5.384615384615385,9.0,5.785714285714286,,5,0.0,3.0
438,440,M,21.0,17,Law,Caucasian,8.0,2.0,Fun,7.0,2.0,Lawyer,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,,35.0,5.0,30.0,20.0,5.0,35.0,5.0,30.0,20.0,5.0,5.0,40.0,5.0,20.0,10.0,20.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,40.0,15.0,20.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.4,8.0,8.8,8.1,8.2,25.4,7.6,0,5,6.8,7.4,7.5,7.2,8.2,7.1,2.0,0,,
439,441,M,24.0,17,Law,Caucasian,4.0,2.0,Meet people,7.0,1.0,Corporate law,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,,35.0,10.0,25.0,20.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,50.0,0.0,0.0,25.0,25.0,0.0,8.0,7.0,9.0,8.0,8.0,7.0,4.0,9.0,9.0,5.0,60.0,10.0,15.0,15.0,0.0,7.0,6.0,9.0,9.0,8.0,6.6,7.0,7.4,7.4,7.4,25.4,6.3,2,5,7.7,8.5,8.7,8.0,7.7,7.6,,6,1.0,0.0
440,442,M,25.0,17,law,Caucasian,1.0,1.0,Relationship,6.0,1.0,tax lawyer,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,,40.0,10.0,0.0,45.0,0.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,6.0,3.0,9.0,60.0,10.0,0.0,20.0,0.0,7.0,9.0,9.0,7.0,9.0,6.1,7.9,8.1,6.1,7.7,25.4,6.3,4,4,6.6,3.7,5.1,4.5,4.4,5.7,3.0,10,,
441,443,M,27.0,17,International Affairs - Economic Policy,Hispanic,1.0,3.0,Meet people,6.0,2.0,Economic Policy Advisor on Latin America,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,,30.0,25.0,10.0,20.0,0.0,40.0,10.0,10.0,30.0,0.0,10.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,7.0,9.0,7.0,7.0,8.0,8.0,10.0,9.0,40.0,20.0,10.0,20.0,10.0,7.0,8.0,7.0,8.0,8.0,6.3,7.8,8.3,7.666666666666667,8.2,25.4,6.8,0,2,6.6,6.6,6.7,6.1,5.6,5.9,3.0,4,,
442,444,M,26.0,17,MBA,Caucasian,5.0,1.0,Meet people,4.0,2.0,Media Management,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,,50.0,10.0,10.0,30.0,0.0,50.0,10.0,0.0,20.0,0.0,20.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,6.0,9.0,7.0,40.0,30.0,10.0,20.0,0.0,8.0,7.0,8.0,9.0,8.0,8.4,7.0,7.9,7.5,8.3,25.4,7.1,0,5,5.5,6.8,6.4,6.9,6.9,5.2,0.0,0,,
443,445,M,30.0,17,SIPA - Energy,Caucasian,1.0,1.0,Meet people,5.0,2.0,Energy Management,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,,40.0,12.0,18.0,12.0,6.0,60.0,5.0,5.0,20.0,5.0,5.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,10.0,7.0,7.0,9.0,9.0,10.0,7.0,7.0,50.0,10.0,15.0,10.0,5.0,8.0,9.0,8.0,7.0,5.0,6.5,7.0,7.6,6.9,7.5,25.4,6.1,2,4,6.3,7.2,6.8,6.2,6.3,5.2,,4,2.0,1.0
444,446,M,28.0,17,MBA,Hispanic,2.0,2.0,Fun,4.0,3.0,Finance,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,,30.0,20.0,25.0,15.0,10.0,30.0,20.0,15.0,15.0,15.0,5.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,7.0,9.0,5.0,6.0,8.0,7.0,7.0,4.0,30.0,25.0,25.0,15.0,5.0,6.0,9.0,7.0,8.0,4.0,6.1,7.3,7.8,5.8,7.0,25.4,6.7,4,5,6.9,7.9,7.8,7.3,6.0,6.8,3.0,8,,
445,447,M,26.0,17,Public Policy,Asian,1.0,1.0,Fun,7.0,2.0,Public Finance,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,,15.0,30.0,25.0,20.0,0.0,25.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,7.0,6.0,4.0,6.0,7.0,7.0,5.0,9.0,25.0,30.0,20.0,15.0,0.0,6.0,6.0,5.0,5.0,6.0,7.1,8.1,8.4,6.9,8.4,25.4,6.9,1,3,5.5,6.0,6.4,5.3,4.8,5.3,1.0,1,,
446,448,M,22.0,17,Law/Business,Caucasian,1.0,1.0,Fun,2.0,1.0,Business Management,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,,25.0,15.0,25.0,25.0,5.0,30.0,20.0,15.0,20.0,0.0,15.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,30.0,10.0,25.0,20.0,5.0,9.0,9.0,9.0,9.0,9.0,7.9,6.3,7.9,7.9,8.6,25.4,6.3,5,6,5.9,6.7,6.888888888888889,6.3,5.777777777777778,6.2,4.0,8,2.0,0.0
447,449,M,23.0,17,Law,Other,7.0,1.0,Fun,3.0,1.0,Business/Law,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,,55.0,2.0,1.0,40.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,7.0,9.0,9.0,10.0,8.0,50.0,6.0,9.0,35.0,0.0,7.0,10.0,10.0,10.0,8.0,7.7,7.4,8.3,7.7,8.3,25.4,6.2,2,3,7.3,8.6,8.2,7.8,7.3,7.8,3.0,7,,
448,450,M,25.0,17,International Affairs,Caucasian,3.0,7.0,Meet people,6.0,2.0,Diplomat,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,,50.0,5.0,5.0,5.0,5.0,50.0,5.0,5.0,5.0,5.0,30.0,25.0,5.0,5.0,5.0,30.0,30.0,9.0,6.0,10.0,7.0,10.0,8.0,8.0,8.0,7.0,8.0,50.0,10.0,10.0,10.0,5.0,7.5,9.0,9.0,8.0,10.0,5.6,7.3,8.2,7.0,7.9,25.4,5.8,2,3,6.9,7.8,7.8,6.5,6.8,6.8,2.0,5,2.0,0.0
449,451,M,30.0,17,MBA,Asian,3.0,1.0,Meet people,3.0,3.0,banking,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,,20.0,40.0,5.0,20.0,5.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,40.0,10.0,10.0,10.0,10.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,20.0,30.0,20.0,15.0,5.0,3.0,5.0,4.0,4.0,4.0,2.8,7.3,8.3,4.8,8.1,25.4,4.7,0,0,5.7,5.1,4.8,4.5,4.4,5.0,1.0,8,,
450,452,M,29.0,17,MBA,Asian,7.0,1.0,Fun,5.0,3.0,private equity,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,,35.0,30.0,25.0,5.0,0.0,30.0,5.0,10.0,30.0,10.0,15.0,35.0,5.0,15.0,30.0,5.0,10.0,7.0,8.0,10.0,7.0,8.0,7.0,8.0,8.0,6.0,7.0,35.0,30.0,25.0,5.0,0.0,7.0,9.0,10.0,7.0,9.0,4.2,7.2,8.2,7.0,8.0,25.4,5.1,1,1,6.0,6.9,6.5,6.4,5.8,6.0,5.0,7,,
451,453,M,27.0,17,law,Asian,4.0,3.0,Meet people,6.0,5.0,lawyer,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,,30.0,30.0,30.0,5.0,0.0,30.0,30.0,30.0,5.0,0.0,5.0,20.0,15.0,20.0,15.0,15.0,15.0,5.0,6.0,8.0,7.0,5.0,6.0,5.0,8.0,4.0,7.0,20.0,20.0,15.0,15.0,15.0,4.0,6.0,8.0,4.0,6.0,3.7,8.555555555555555,8.666666666666666,4.888888888888889,8.0,25.4,4.7,1,1,5.3,4.7,5.2,4.7,5.0,4.9,2.0,6,,
452,454,F,27.0,18,MFA  Poetry,Caucasian,3.0,3.0,Meet people,7.0,3.0,Teacher,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0,5.833333333333333,7.4,6.6,6.6,6.2,28.666666666666668,6.4,0,3,7.5,8.833333333333334,8.166666666666666,7.666666666666667,8.166666666666666,6.5,1.0,2,0.0,0.0
453,455,F,24.0,18,Biomedical Engineering,Asian,5.0,5.0,Fun,6.0,2.0,Research,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,,10.0,25.0,20.0,16.0,20.0,20.0,16.0,13.0,19.0,13.0,19.0,25.0,12.0,12.0,20.0,11.0,20.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,9.0,3.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0,5.5,7.833333333333333,7.6,6.6,6.6,28.666666666666668,6.666666666666667,0,1,5.5,7.333333333333333,7.666666666666667,6.333333333333333,7.6,5.833333333333333,2.0,3,,
454,456,F,29.0,18,Business,Asian,3.0,2.0,Meet people,6.0,1.0,Health care finance,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,,25.0,20.0,15.0,10.0,15.0,20.0,10.0,20.0,10.0,30.0,10.0,30.0,15.0,10.0,15.0,10.0,20.0,8.0,8.0,7.0,6.0,7.0,7.0,3.0,5.0,5.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.5,6.2,6.8,7.0,7.5,28.666666666666668,6.833333333333333,1,6,5.333333333333333,6.333333333333333,6.5,5.666666666666667,6.333333333333333,5.0,1.0,1,,
455,457,F,55.0,18,SOA -- writing,Asian,1.0,1.0,Other,7.0,3.0,writer,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0,,25.0,0.0,25.0,25.0,0.0,20.0,20.0,10.0,15.0,20.0,15.0,30.0,20.0,10.0,15.0,10.0,15.0,7.0,6.0,8.0,7.0,3.0,7.0,8.0,8.0,7.0,7.0,8.0,0.0,8.0,8.0,4.0,9.0,5.0,8.0,7.0,3.0,5.666666666666667,7.666666666666667,6.8,7.2,5.0,28.666666666666668,6.833333333333333,0,1,6.333333333333333,7.0,7.5,7.5,7.0,6.2,0.0,4,,
456,458,F,29.0,18,Business,Asian,9.0,8.0,Fun,4.0,1.0,Entrepreneurship,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0,,50.0,5.0,25.0,20.0,0.0,30.0,10.0,30.0,10.0,20.0,0.0,50.0,10.0,20.0,0.0,0.0,20.0,10.0,10.0,10.0,9.0,10.0,8.0,7.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,8.0,6.166666666666667,6.4,7.2,6.6,8.0,28.666666666666668,6.333333333333333,2,2,5.5,8.333333333333334,7.5,7.333333333333333,6.333333333333333,6.0,5.0,5,1.0,1.0
457,459,F,26.0,18,Finance,Asian,6.0,1.0,Fun,5.0,3.0,Fixed Income Sales & Trading,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,,30.0,10.0,10.0,30.0,10.0,50.0,0.0,10.0,30.0,0.0,10.0,50.0,0.0,0.0,30.0,0.0,20.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,8.0,10.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,7.166666666666667,6.8,7.0,6.6,7.5,28.666666666666668,7.0,0,4,3.5,7.5,6.5,3.0,4.5,4.0,0.0,0,0.0,0.0
